player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Riley Bradshaw,Montana,BSky,19,10.9,0,16.2467,0.5263
Chris Kemp,Montana,BSky,27,25.2,12,46.9245,2.8148
Jack Lopez,Montana,BSky,15,7.7,0,10.2321,1.1333
Chris Sarbaugh,San Diego,WCC,32,37.3,0,62.5849,2.4688
Chris Jones,Louisville,Amer,33,57.1,0,173539,10.2424
Brandon Gfeller,Montana,BSky,25,23.5,1,35.5139,2.32
Vince Hunter,UTEP,CUSA,32,63.9,35,168327,12.5312
Victor Mbachu,UTEP,CUSA,4,1.4,0,3.0485,0.75
Darnell Vandivort,UTEP,CUSA,3,0.2,,0.260231,0
Marcelo Ruediger,Monmouth,MAAC,24,8.7,1,19.3865,0.6667
Julian Edmonson,Abilene Christian,Slnd,20,47.1,0,59.8992,10.35
Ryden Hines,Iona,MAAC,21,10.2,0,22.4239,2.2857
Jacob Gonzalez,Houston Baptist,Slnd,3,0.6,0,0.738921,0
Jeremiah Williams,Canisius,MAAC,16,13.3,0,25.0942,1.8125
Tyler Washington,Northwestern St.,Slnd,20,21.4,0,33.8825,2.45
Connor Smith,Washington,P12,6,0.5,0,0.690327,0.3333
Reveal Chukwujekwu,Houston Baptist,Slnd,22,29.5,0,63.5635,3.3182
Faronte Drakeford,Central Connecticut,NEC,29,65.9,4,142699,13.1379
Steven Spieth,Brown,Ivy,28,79.9,0,170918,8.0714
Isiah Umipig,Seattle,WAC,28,84.1,0,138693,19.9286
Josh Fuller,Weber St.,BSky,9,2.5,0,3.66582,0.5556
Richaud Gittens,Weber St.,BSky,29,56,8,98.7886,6.6552
Norman Hobbie,Brown,Ivy,26,33.1,0,46.4164,5.4615
Winfield Willis,NJIT,ind,25,55.7,0,88.2654,7.76
Brett Bailey,San Diego,WCC,33,32.2,1,62.5794,3.1818
Wes Washpun,Northern Iowa,MVC,30,73.9,4,154866,8.3667
Von Washington,Western Michigan,MAC,17,4,0,7.94476,0.9412
Elgin Cook,Oregon,P12,34,40.9,13,105702,6.7059
Joe Aase,Davidson,SC,23,11,0,24.2208,0.8696
Therone Tillett,San Diego,WCC,3,0.2,0,0.170263,2
Jalen Jackson,Central Arkansas,Slnd,23,43.9,9,100249,8.5652
Blake Danielak,Drake,MVC,15,18.1,0,35.2995,3
Will Thoni,Davidson,SC,8,0.8,0,2.69127,0
Nick Davis,Alabama St.,SWAC,3,0.6,0,0.664286,1
Hobie Hughes,Troy,SB,4,0.3,,0.725789,0
Julian Harrell,Penn,Ivy,12,19.7,0,42.1149,5.0833
Jordan Daniels,Drake,MVC,23,52.2,0,89.1135,10.1739
Ajak Magot,Idaho St.,BSky,20,20.9,2,35.8743,2.4
Emmanuel Chibuogwu,Seattle,WAC,16,22.2,1,37.5871,3125
Patrick Conroy,Nevada,MWC,2,0.2,0,0.619424,0
D.J. Fenner,Nevada,MWC,32,34.4,3,78.8075,2.5312
Tyquane Goard,Marshall,CUSA,29,59.7,26,132.58,6.3103
Kyle Collinsworth,BYU,WCC,33,79.6,22,236207,13.9394
Ethan Layer,Liberty,BSth,16,8.8,0,11.5745,1875
Nyles Evans,Akron,MAC,33,50,0,102434,5.2941
Isaiah Johnson,Akron,MAC,30,28.8,2,68.9006,3.7742
Jimmy Marshall,Northeastern,CAA,22,8.9,0,19.6911,1.2727
T.J. Williams,Northeastern,CAA,30,55,0,101943,6.9333
Noah Vonleh,Indiana,B10,30,61.8,24,195609,11.2667
Jaylen Hinton,Georgia St.,SB,27,13.7,0,26.8713,1.1852
Keith Shamburger,Hawaii,BW,29,80,0,149019,9.0345
Darius Sharpe,Georgia St.,SB,3,0.5,0,0.563329,1
Devin Brooks,Creighton,BE,34,40.4,0,109801,6.5
Steven Ferrarini,Creighton,BE,7,1.3,0,2.14795,1
Mo Alie-Cox,VCU,A10,35,35.6,13,103228,3.3429
Lance Whitaker,Illinois Chicago,Horz,2,3.4,0,4.97438,3
Pat Birt,Illinois Chicago,Horz,27,46.6,0,73.6878,6.2963
Markese McGuire,Illinois Chicago,Horz,27,27.9,0,45.1325,3
K.K. Simmons,Kent St.,MAC,28,28.1,0,56.1154,4.4286
Harrison Hawkins,Abilene Christian,Slnd,9,34.5,0,39.9192,15.1111
Kyle Molock,Saint Joseph's,A10,8,2.1,0,2.73326,0.25
Anthony Dallier,Yale,Ivy,25,22.3,0,41.1254,2.16
Tanner Omlid,Army,Pat,30,44.7,7,148062,6.0667
Dashaun Rice,Central Arkansas,Slnd,27,40.4,0,66.4885,3963
Brynton Lemar,UC Davis,BW,24,47.6,0,72.4728,7.7917
AJ Edwards,Yale,Ivy,4,0.5,0,0.646596,0.25
Sam Downey,Yale,Ivy,6,1.2,0,2.02831,1
Edward Chung,Texas Southern,SWAC,1,0.1,,0.0938832,0
Vicktor Arnick,Texas Southern,SWAC,15,5.1,0,9.99752,0.8
Kevin Crawford Ii,North Carolina Central,MEAC,4,0.5,0,1.6952,0.5
J.T. Flowers,Yale,Ivy,10,4.8,0,9.4302,1.9
Jose Rodriguez,Texas Southern,SWAC,33,62.9,0,142385,11.1515
Christian McCoggle,Texas Southern,SWAC,6,1.2,0,1.9709,0
Kyle Davis,Utah St.,MWC,28,56,5,129801,8.8571
Victor Haywood-Harris,Texas Southern,SWAC,5,0.5,,1.12595,0
Carson Desrosiers,Providence,BE,34,46.6,8,152518,3.6471
Tyler Harris,Providence,BE,35,77.7,8,178788,11.5714
Jojo McGlaston,Utah St.,MWC,23,15.1,0,23.8462,2.3913
Javaris Jenkins,Savannah St.,MEAC,7,6.8,0,11.7887,1.5714
Melvin Johnson III,Arkansas St.,SB,30,72.2,3,156253,15.4667
Lawrence Cooks,Hampton,MEAC,28,28.7,0,63431,3.8571
Chris Dees,St. Bonaventure,A10,32,20.5,1,48.4518,1625
Chester Victor,Jackson St.,SWAC,4,0.5,0,0.575684,0.75
Kerry Carter,Saint Mary's,WCC,34,66.6,7,146162,9.0588
Marc Loving,Ohio St.,B10,35,27,3,60.7844,4.3714
Dominic Early,Furman,SC,9,9.2,0,17.1956,4.4444
Tate Stensgaard,Western Illinois,Sum,24,42.9,5,74.6523,5625
Garret Covington,Western Illinois,Sum,27,82.8,0,142889,14.8148
Mike Miklusak,Western Illinois,Sum,26,49.4,0,89.4412,5.0385
Jabari Sandifer,Western Illinois,Sum,27,73.1,0,127094,9037
Arik Armstead,Oregon,P12,1,0.3,0,0.382623,2
Waverly Austin,Oregon,P12,31,23.7,4,66.7906,1.7742
Tyler Larson,South Dakota,Sum,27,38.2,0,66.8449,4.8148
Chris McComber,Columbia,Ivy,5,1,0,2.24257,0.6
Luke Petrasek,Columbia,Ivy,33,45.1,6,99.7336,5.3636
Kendall Jackson,Columbia,Ivy,21,12.3,0,25.4759,0.9048
Jeff Coby,Columbia,Ivy,22,16.9,2,39.9897,2.7727
Josh James,IUPUI,Sum,18,7.1,0,13.2214,1.1111
Malcolm Allen,Stanford,P12,16,5.1,2,8.85539,0.8125
Conor Voss,Columbia,Ivy,11,1.9,0,5.94011,0.0909
Brandon Eddlestone,LSU,SEC,9,1.4,0,4.26974,0.4444
Tim Quarterman,LSU,SEC,33,29.5,1,79.6143,2.5152
Khufu Najee,IUPUI,Sum,29,84.3,2,131.75,10
AJ Pacher,Wright St.,Horz,34,58.7,14,145179,11.2059
Cody Stetler,Houston Baptist,Slnd,22,13.9,0,33.4757,1.9545
Jamal Jones,Texas A&M,SEC,34,68.2,9,157.91,13.3529
Ronnie Stevens,Nevada,MWC,19,20.8,1,39.3738,3.3158
Don Thomas,Texas A&M,SEC,8,0.6,0,1.19802,125
Tavario Miller,Texas A&M,SEC,31,21.9,5,60.1287,1.8065
Len Springs,Northern Arizona,BSky,31,37.3,10,92.2983,2
T.J. Wallace,Pacific,WCC,31,45.9,1,108195,7129
Billy Ingram,Alabama St.,SWAC,22,17.8,0,25.0472,2.3182
Rob Cross,Vanderbilt,SEC,2,0.2,,0.163789,0
Jairus Lyles,VCU,A10,22,4,0,11.9783,0.5909
Georgios Angelou,St. Francis PA,NEC,14,6.9,0,11.9821,1
David Taylor,Pacific,WCC,26,18.4,0,41.5222,3.3077
Trevis Wyche,Saint Peter's,MAAC,31,73,0,138807,8.2903
Matthew Moss,McNeese St.,Slnd,21,9.7,0,19085,1.1429
Shaquielle McKissic,Arizona St.,P12,32,68.3,12,177886,8.9688
Jermaine Marshall,Arizona St.,P12,32,75.3,4,160166,15.0625
Vic Adams,Saint Peter's,MAAC,5,5.4,0,12.0566,5.6
Richie Edwards,Arizona St.,P12,15,7.5,2,15.8698,2.5333
Grant Vermeer,Navy,Pat,21,17.1,0,30.2988,2619
Ognjen Miljkovic,Eastern Washington,BSky,23,37.9,0,68.7164,8.8261
Mark Blackmon,Maryland Eastern Shore,MEAC,14,9.8,0,18.8957,2.5714
Travis Hammonds,Long Beach St.,BW,19,29,0,67.0548,6.8421
Ralston Turner,North Carolina St.,ACC,36,64.5,4,134.12,10.5278
Ali Farhat,Eastern Michigan,MAC,10,1.4,0,4.35017,0.5
Zalmico Harmon,UC Santa Barbara,BW,28,77.9,0,113146,8.1786
Julian Moore,Penn St.,B10,7,4.9,2,13.6424,1.1429
Matt Jones,Duke,ACC,32,16.7,1,37.1999,1.75
Troy Simmons,Bethune Cookman,MEAC,28,54.6,0,79.8558,2.3929
David Onuorah,Cornell,Ivy,27,46.1,8,85.9335,3.1481
Darryl Smith,Cornell,Ivy,27,48.3,6,80.0251,4.9259
James Johnson,Cal St. Fullerton,BW,27,23.1,3,54.3423,2
Peter Jok,Iowa,B10,27,19,2,42.3007,4.4074
Torin Childs-Harris,Morgan St.,MEAC,12,5.8,0,14.3903,1.5833
Darryl Wright,Mississippi Valley St.,SWAC,3,0.6,0,0.59222,0.6667
John Jones,Illinois St.,MVC,22,28.8,10,69.9842,6
Maurice Strong,Alabama St.,SWAC,29,67.8,13,143845,8.6207
Eric Katenda,Notre Dame,ACC,2,0.2,,0.28248,0
Matt Willms,UTEP,CUSA,32,41.2,27,106196,4.9688
Luka Kamber,Louisiana Lafayette,SB,9,1.9,1,4.9892,0.6667
Josh Davis,San Diego St.,MWC,33,74.2,13,204576,7.4545
Jeremy Senglin,Weber St.,BSky,29,73.2,3,113912,10.6552
Dakarai Allen,San Diego St.,MWC,27,19.7,3,41.0891,2.1852
Zach Garber,Toledo,MAC,32,24,0,49.3493,1.4688
Jonathan Williams,Toledo,MAC,33,42.9,0,81.7965,6.4848
Donald Beatty,Toledo,MAC,4,0.2,0,0.185483,0
Ryan Shannon,Montana St.,BSky,5,0.7,0,1.06687,0.4
Merv Lindsay,New Mexico,MWC,20,9.3,2,21.9255,0.6
Devon Williams,New Mexico,MWC,5,0.6,0,1.30658,0.4
Eric Wagenlander,Wofford,SC,7,0.7,0,0.819735,0
Corey Heyward,Georgia Tech,ACC,32,39.6,0,85.2438,1
Brandon Graham,Alabama St.,SWAC,29,67.1,10,141645,8.8621
Kelton Ford,Troy,SB,29,30.4,0,56.7255,3.5862
Demarcus Robinson,Alabama St.,SWAC,29,69.4,0,107149,10.7586
JC Bonny,Troy,SB,25,23.5,0,35.7765,2.84
Mikael Herbert,Tulane,CUSA,9,2.9,0,4.91008,0.6667
Quinton Upshur,Northern Arizona,BSky,31,73.4,9,160571,15.4839
Marquise Moore,George Mason,A10,26,46,0,94.1304,3.8846
Ryan Salmonson,North Dakota,BSky,25,18.4,4,31.3208,2.36
Dustin Hobaugh,North Dakota,BSky,9,3.9,0,6.9899,1.1111
James Bento,Mercer,ASun,9,1,0,3.43921,0.2222
Phillip Leonard,Mercer,ASun,29,17.2,1,33.2214,3069
John Mosser,Mercer,ASun,6,0.6,0,1.15223,0.1667
Evan Gordon,Indiana,B10,32,50.9,0,114784,5.5312
Andrew Calomeris,Indiana,B10,4,0.4,0,0.561596,0.5
Troy Williams,Indiana,B10,32,53.6,26,134376,7.3125
Ismaila Dauda,Cleveland St.,Horz,20,8.6,2,20.6551,0.7
Demonte Flannigan,Cleveland St.,Horz,18,5.7,2,11.1713,0.4444
Jacob Begin,Portland St.,BSky,8,1.1,0,1.15995,0
Obarcus Taylor,Jackson St.,SWAC,2,1.4,,2.52306,1.5
Jelani Hewitt,Georgia Southern,SC,31,85.3,6,204203,18.9032
Trent Jeffries,Arkansas Pine Bluff,SWAC,15,5.5,0,10.7224,0.3333
Parker Wentz,Abilene Christian,Slnd,21,87.1,0,105.49,12.3333
Brandon Vega,Winthrop,BSth,29,29.6,0,54.3031,3.1724
Manuale Watkins,Arkansas,SEC,8,2,0,6.87408,625
Frank Booker,Oklahoma,B12,32,33.8,0,73669,5125
Moses Kingsley,Arkansas,SEC,32,26.7,7,93.6972,4
Daniel Harper,Oklahoma,B12,5,0.4,,0.571104,0
Austin Mankin,Oklahoma,B12,9,1.7,0,3.34868,0.6667
Jordan Woodard,Oklahoma,B12,33,69.3,0,147591,10.3333
Yunus Hopkinson,St. Francis NY,NEC,18,13.2,0,26.8577,2.1667
Trey Slate,Oklahoma,B12,7,0.7,0,1.35152,0.5714
Wayne Martin,St. Francis NY,NEC,30,40.4,3,117907,6.7
Sheldon Hagigal,St. Francis NY,NEC,22,35.5,0,75.7334,8.7273
Amdy Fall,St. Francis NY,NEC,31,41.3,9,109362,5.0645
Jordan Parks,North Carolina Central,MEAC,32,46.3,37,134424,9.8125
Vitto Brown,Wisconsin,B10,14,2.9,0,8.21236,0.4286
Garrius Adams,Miami FL,ACC,33,82,2,185172,10.1818
Mohamed Conde,Western Illinois,Sum,21,38.3,2,66.4889,3.5714
David Mason,Oral Roberts,Slnd,8,2.2,0,3.78285,1.5
Bobby Word,Oral Roberts,Slnd,30,56.6,0,105926,6.9667
Parris Massey,UMass Lowell,AE,26,28.1,3,60606,2.3077
Larry Johnson,Youngstown St.,Horz,1,0.3,,1.61553,0
Emmanuel Owootoah,Fresno St.,MWC,27,15.7,0,37.4917,1.1852
Michael Salazar,Fresno St.,MWC,3,0.2,,0.239148,0
Paul Watson,Fresno St.,MWC,37,72.3,12,175804,9.8108
Darius Lewis,Duquesne,A10,10,3.8,0,11.2621,0.5
Michael Grant,Abilene Christian,Slnd,21,56.6,2,73274,4.4762
Rafael Farley,Abilene Christian,Slnd,18,34.5,0,35.2484,4.6111
Jacob Casper,UNC Asheville,BSth,4,0.6,0,0.555229,0.75
Alexsander Milosavljevic,Abilene Christian,Slnd,9,8,0,8.75992,2.2222
Austin Cooke,Abilene Christian,Slnd,21,78.7,0,108275,8
Colter Lasher,Houston Baptist,Slnd,24,33.8,0,63721,5375
David Robertson,UNC Asheville,BSth,29,72.3,0,111697,7.5517
Ethan Wilmoth,UNC Asheville,BSth,12,3.5,0,6.0984,0.5
Ricmonds Vilde,Houston Baptist,Slnd,29,39.3,6,94.9482,6.3793
Jacoby Davis,Mississippi St.,SEC,28,23.8,0,48.1169,2.1786
Shawn Smith,Texas A&M,SEC,27,43.3,2,98.7513,5.7037
Dalton Cesarz,St. Francis PA,NEC,4,0.6,0,2.01196,0
Patrick Wrencher,St. Francis PA,NEC,11,3.6,0,5.97507,1.2727
Rayvonte Rice,Illinois,B10,35,81.6,12,225476,15.8571
Jalen White,South Carolina St.,MEAC,21,42.7,0,73.2977,8
Sam Dower Jr.,Gonzaga,WCC,33,63.9,21,175739,14.2424
John Azzinaro,Bucknell,Pat,28,29.9,0,54078,3.3571
Ben Oberfeld,Bucknell,Pat,6,2.4,0,4.37121,1
Patrick Kirksey,South Carolina St.,MEAC,25,22.8,0,49.7259,2.8
D.J. MacLeay,Bucknell,Pat,16,10.6,0,29.7557,1.5
Anthony Walker,UT Arlington,SB,27,34.2,21,78.4596,3.4815
Brandon Williams,UT Arlington,SB,28,28.4,7,69.7877,2.0714
Lonnie McClanahan,UT Arlington,SB,29,66.5,5,137457,14.1034
Amadi Udenyi,Pepperdine,WCC,20,35.6,0,59.6864,5.85
Joshua Oswald,Miami OH,MAC,30,41.2,0,77.8753,4.5
Willie Moore,Miami OH,MAC,22,47,1,108647,9.2273
John Hawkins,Miami OH,MAC,22,10.4,0,21.5033,1.2727
Jaryd Eustace,Miami OH,MAC,30,46.9,0,96.3163,6.5333
Samer Dhillon,USC,P12,2,0.2,0,0.267476,1
Philip Bennett,Miami OH,MAC,8,1,0,3.09085,375
Brian Oddo,Miami OH,MAC,12,1.9,0,4.11536,0.5
Karrington Ward,Eastern Michigan,MAC,34,74.3,15,222183,12.1765
Devarick Houston,UMBC,AE,27,58.9,10,139735,4.2222
David Kadiri,UMBC,AE,26,32.5,5,62.4542,3.9231
Tyler Walston,St. John's,BE,5,0.6,,1.09363,0
Jake Matthews,Cornell,Ivy,24,37.6,0,59.7149,4.1667
Jonny Marlin,Indiana,B10,18,3.3,0,5.27505,0.2222
Bobby Wehrli,Dayton,A10,3,0.2,0,0.732347,0
Scoochie Smith,Dayton,A10,37,43,0,105257,3.5676
Kyle Davis,Dayton,A10,35,16,2,48.9966,2
Nate Buchheit,Northern Iowa,MVC,5,0.7,0,0.803658,0
Bronson Koenig,Wisconsin,B10,37,37.5,0,75.9295,3.5135
Nigel Hayes,Wisconsin,B10,38,43.5,6,129535,7.6842
Jordan Hill,Wisconsin,B10,11,1.6,0,3.1233,0.6364
Kendall Pollard,Dayton,A10,37,21.2,3,58.2696,2.2432
Vuk Belatic,Monmouth,MAAC,8,1.1,0,3.04254,0
Shunquez Stephens,USC Upstate,ASun,30,29.9,0,78.7309,2.6667
Xavian Rimmer,Louisiana Lafayette,SB,32,67.9,0,129902,9.4688
Hayward Register,Louisiana Lafayette,SB,24,9.6,0,17.5605,2375
Vieux Kande,Louisiana Lafayette,SB,22,7.5,0,16.5035,0.5909
J.J Davenport,Louisiana Lafayette,SB,32,30.7,0,67.3771,4.8438
Karim Mawuenyega,USC Upstate,ASun,29,29.2,0,61.7558,4.0345
Josh Cuthbertson,USC Upstate,ASun,9,8.5,0,14.3159,2.6667
Daniel Dixon,William & Mary,CAA,24,25,1,50.7631,3.4583
Wyatt Hagerty,Colgate,Pat,2,0.4,,0.827551,0
Nic Lane,Colgate,Pat,4,0.2,,0.31556,0
Anthony DeRiggs,Colgate,Pat,4,0.2,,0.273866,0
TJ Bell,Indiana St.,MVC,17,5.9,1,10.8033,0.9412
Ashwell Boyd,Delaware St.,MEAC,9,2.7,3,5.59569,1.4444
Brandon Watkins,West Virginia,B12,32,27.1,3,76.0262,2.6562
Umar Shannon,Quinnipiac,MAAC,26,66.4,0,114318,14.2692
Isaac Belton,Longwood,BSth,25,17.6,0,32.9212,2.56
Isaiah Hicks,North Carolina,ACC,34,18.2,6,41.9981,1.2353
Tyler Akers,Longwood,BSth,15,1.6,0,2.64669,0.4667
Chase Connor,West Virginia,B12,12,3.9,0,7.45497,1
Kyle Doyle,Georgia Southern,SC,27,45.3,3,106533,5.2963
Jubril Adekoya,Valparaiso,Horz,31,47.3,0,100044,5.5484
Isaiah Zierden,Creighton,BE,28,21.7,0,41.1733,3.2143
Travis Elliott,Bethune Cookman,MEAC,30,50.4,5,97.1343,4.1667
Ben Milshtein,Mississippi Valley St.,SWAC,11,3.8,0,7.45193,0.4545
Dean Danos,Northern Kentucky,ASun,30,32.7,0,52152,3.6333
Daquan Brown,Bethune Cookman,MEAC,11,16.6,2,33.2716,6.4545
Keith Carter,Valparaiso,Horz,21,31,0,69291,5619
Nnamdi Amilo,Connecticut,Amer,2,0.3,0,1.31919,1
Josh Clemons,Baylor,B12,1,0.1,,0.159367,0
Marcel Boyd,Howard,MEAC,31,42.6,8,93.5423,3.6129
Maurice Taylor,Bethune Cookman,MEAC,30,52.1,2,98.4395,7.6
Thomas Blake,North Dakota,BSky,3,0.3,,0.332907,0
Carlos Mancasola,UC Davis,BW,1,0.1,,0.0859299,0
Keith Frazier,SMU,Amer,36,36.1,4,91.3849,5.4167
Jean-Micheal Mudiay,SMU,Amer,8,0.9,0,2.01031,0
Daouda Soumaoro,Western Kentucky,SB,8,3.7,0,8.85716,0.75
Ben Lawson,Western Kentucky,SB,11,7,2,17.8916,1.8182
Yanick Moreira,SMU,Amer,23,20.9,10,65.0586,6
Collin Hartman,Indiana,B10,16,5.6,0,15.5208,0.6875
Joe Fagan,Indiana,B10,5,0.5,,0.586335,0
Trency Jackson,Western Kentucky,SB,23,46.2,2,94781,9.8261
Luke Fischer,Indiana,B10,13,10.1,4,24.5953,2.8462
Anthony Fields,Bradley,MVC,26,10,0,17159,0.3462
Chris Jenkins,Hofstra,CAA,28,44.8,1,79,5.3929
Dion Nesmith,Hofstra,CAA,30,78.4,0,138102,13.3333
Zeke Upshaw,Hofstra,CAA,33,91,0,169891,19.8485
Gerard Coleman,Gonzaga,WCC,33,26.1,6,62.2925,5.5758
Jamall Robinson,Hofstra,CAA,33,83.2,1,154719,9.4545
Ude Ifeanyichukwu,Southern Miss,CUSA,15,2.3,0,7.44699,0.2667
Jeremiah Eason,Southern Miss,CUSA,34,49.1,1,112657,5.5882
Aaron Brown,Southern Miss,CUSA,34,68.1,4,147923,9.9706
Chip Armelin,Southern Miss,CUSA,33,30.9,7,77.8224,4.2121
Deonte Houston,Southern Miss,CUSA,34,44.3,0,94.5165,3.7647
Matt Bingaya,Southern Miss,CUSA,34,34.1,6,102313,5.2353
Connor Griffin,Gonzaga,WCC,14,2.1,0,7.18267,0.2857
Sean Brennan,North Florida,ASun,16,7.9,0,14.3736,1.5625
R.J. Curington,DePaul,BE,17,11.6,0,17.5436,4.0588
Jonathan Nazarko,Rhode Island,A10,7,0.5,0,0.956833,0
Andrew Bargmann,Colgate,Pat,7,2.5,0,4.90158,0.8571
Emerson Burk,VCU,A10,12,0.6,,1.55139,0
Nathan Harries,Colgate,Pat,14,10.9,0,15.6065,2.6429
Dyrbe Enos,Hawaii,BW,19,8.3,0,13.4522,1.1579
Josh Gentry,Cal St. Fullerton,BW,31,57,3,98.9156,7.4839
D.J. Bennett,Oklahoma,B12,32,21.9,12,61.7671,2.75
Max Hooper,St. John's,BE,25,16.7,0,27.3298,3.24
Dane Pineau,Saint Mary's,WCC,26,14.6,0,30694,1.6923
Josh Jones,Richmond,A10,22,5.7,0,10.5981,0.7727
Stefon Johnson,Cal St. Bakersfield,WAC,31,64.5,4,141.64,5.9355
Mike Fernandez,Miami FL,ACC,3,0.3,,0.31269,0
Daniel Dion,New Hampshire,AE,25,52.2,0,86.6751,7.96
Manu Lecomte,Miami FL,ACC,33,68.7,0,114948,7.6667
Edward Alade,Navy,Pat,22,11.1,1,24.1096,0.6818
Tim Abruzzo,Navy,Pat,12,13.8,0,27.9916,4.1667
James Hemphill,Navy,Pat,22,21.5,0,37.3065,2
Zach Fong,Navy,Pat,28,40.2,0,63.0607,6.7857
Josh Murray,Jacksonville,ASun,20,12.1,3,24.9633,0.65
Omar El Manasterly,Jacksonville,ASun,2,0.2,,0.526292,0
Marcel White,Jacksonville,ASun,28,40.4,5,71.0974,5.0714
Vince Martin,Jacksonville,ASun,28,82.6,1,162453,9.9286
Jalen Rhea,American,Pat,13,4.2,0,5.78122,2.3077
Yilret Yiljep,American,Pat,13,11,1,23.0738,2.5385
Jacob Lancaster,Abilene Christian,Slnd,21,30.4,3,46.1288,5.1429
Tim Kempton,Lehigh,Pat,32,64.9,0,165.68,13.0312
Kris Rolle,Saint Peter's,MAAC,26,19.4,0,42488,1.4615
Naiel Smith,Texas St.,SB,29,35.7,0,79447,1.6207
Jamel Fields,Saint Peter's,MAAC,29,34.5,0,70.4737,4.4138
Emani Gant,Texas St.,SB,29,59.7,5,119596,8.4828
Jeremiah Moore,Texas St.,SB,4,0.6,0,0.61516,0
Kavin Gilder-Tilbury,Texas St.,SB,28,50.3,4,91.8212,5.8929
Kendell Ramlal,Texas St.,SB,17,10.9,0,19.3963,1.5294
Chase Fletcher,Richmond,A10,1,0.1,,0.125731,0
Aaron Parks,Cal St. Northridge,BW,33,44.9,1,94.2161,6697
Dominique Youmans,Cal St. Northridge,BW,22,6.8,0,12.1814,0.2273
Greg Mortimer,South Carolina St.,MEAC,15,15.1,0,25.8389,3.0667
Darrion Eastmon,South Carolina St.,MEAC,23,22.2,0,43.1238,1.4783
Jamaya Burr,McNeese St.,Slnd,26,24.5,0,35.3477,2.5769
Kevin Rutledge,Cal St. Northridge,BW,1,0.1,0,,0
William Powell,Seattle,WAC,26,27.7,1,57758,2.2692
Shore Adenekan,Seattle,WAC,28,47,20,97.7072,5.4286
Charlie Anastasi,Harvard,Ivy,5,0.6,0,1.48224,0
Zach Altany,Georgia Southern,SC,7,0.8,0,1.95786,0
Tra'Von Joseph,Northwestern St.,Slnd,29,26.7,2,53.4759,2.2069
Hakeem Baxter,Maryland Eastern Shore,MEAC,25,67.3,5,108608,14.44
Pina Guillaume,Maryland Eastern Shore,MEAC,16,19.7,0,39641,2375
Shane Randall,Maryland Eastern Shore,MEAC,26,30,1,51.7868,2.8462
Herb Harrison,Eastern Kentucky,OVC,2,0.1,,0.0878446,0
Greg Noack,Monmouth,MAAC,27,16.1,1,41.7923,2
Justin Robinson,Monmouth,MAAC,28,48.5,0,110736,7.1429
Chris Brady,Monmouth,MAAC,32,33.2,1,78.0392,3125
Monte Burney,Eastern Kentucky,OVC,3,0.2,0,0.346114,0
Aaron Bodie,Niagara,MAAC,2,0.3,0,0.778865,0
Zach Bush,Wichita St.,MVC,24,3.1,0,6.55053,0
Scott Kelly,Georgia Southern,SC,10,2.1,0,3.21843,0.2
Maleek Frazier,Virginia,ACC,12,1.5,0,4.48837,0
Larry McCollum,Towson,CAA,4,0.5,0,1.57751,0
Jack Gibbs,Davidson,SC,31,48.5,0,102817,6871
Rob Vozenilek,Virginia,ACC,12,2,0,5.10595,0.5833
Jeff Jones,Virginia,ACC,10,1.4,0,5.18095,0.3
Isaiah Williams,Iona,MAAC,28,59.3,4,142549,11.25
Bryce Alford,UCLA,P12,37,57.4,0,133519,7973
Ron Giplaye,East Tennessee St.,ASun,4,0.8,0,2.00375,0.5
Perrion Callandret,Idaho,WAC,28,26.2,2,60.0729,2.5714
Bira Seck,Idaho,WAC,33,50.6,0,112.77,4.0303
Mike Scott,Idaho,WAC,33,55.7,0,120.21,8.7576
Sekou Wiggs,Idaho,WAC,30,53.3,3,113594,10
Spencer Weisz,Princeton,Ivy,29,70.2,0,146269,8.5172
Paulin Mpawe,Idaho,WAC,27,19.9,2,43.8192,1.6296
Addison Spruill,UNC Wilmington,CAA,30,54.2,2,102184,9.4667
JD Tisdale,Bowling Green,MAC,31,40.5,6,88.3271,2129
Ben Eblen,UNC Wilmington,CAA,30,51.8,0,100189,2.9667
Gerald Williams,Tennessee St.,OVC,6,7.4,0,11.4758,3.6667
Jabari Peters,Sam Houston St.,Slnd,33,80.1,1,184197,13.0303
Carlin Dupree,North Dakota St.,Sum,23,12,1,23.4212,2.2174
Daniel Camps,Northern Kentucky,ASun,27,34.9,9,70.9241,6.1111
Jordan Jackson,Northern Kentucky,ASun,28,65.2,7,150425,13.5357
Austin Adams,Northwestern St.,Slnd,6,0.5,0,0.651854,1.1667
Jaron Blossomgame,Clemson,ACC,33,52.7,8,124388,4.9091
Khallid Hart,Marist,MAAC,31,84.8,0,168157,14.7419
Angel Matias,Georgia Southern,SC,31,61.2,1,140414,7.6452
Julian Chiera,Southeastern Louisiana,Slnd,28,49.7,0,83.5376,6.1071
Marquis Marshall,Towson,CAA,24,6.6,0,12.2584,1125
Reggie Theus Jr.,South Carolina,SEC,11,2.9,0,5.68735,0.6364
Glenn Feidanga,LIU Brooklyn,NEC,29,40.6,1,76.6059,4069
Emmanuel Addo,Missouri St.,MVC,26,21,0,39.3707,4.1538
Zach Gengler,Portland St.,BSky,28,21.1,0,44.5694,2.5
David Howard,Evansville,MVC,25,13.8,0,32686,2.12
Justin Cousin,Radford,BSth,26,8.6,0,13.8796,0.5769
